testing_image_path,reference_image_label,testing_image_label
../AID_test/Port/port_142.jpg,Port,Bridge
../AID_test/Port/port_162.jpg,Port,Port
../AID_test/Port/port_122.jpg,Port,Beach
../AID_test/Port/port_5.jpg,Port,Port
../AID_test/Port/port_256.jpg,Port,Port
../AID_test/Port/port_354.jpg,Port,Port
../AID_test/Port/port_170.jpg,Port,Port
../AID_test/Port/port_335.jpg,Port,Port
../AID_test/Port/port_291.jpg,Port,Port
../AID_test/Port/port_328.jpg,Port,Port
../AID_test/Port/port_55.jpg,Port,Port
../AID_test/Port/port_358.jpg,Port,Port
../AID_test/Port/port_134.jpg,Port,Beach
../AID_test/Port/port_187.jpg,Port,Port
../AID_test/Port/port_186.jpg,Port,Port
../AID_test/Port/port_6.jpg,Port,Port
../AID_test/Port/port_199.jpg,Port,Port
../AID_test/Port/port_246.jpg,Port,Port
../AID_test/Port/port_40.jpg,Port,Port
../AID_test/Port/port_18.jpg,Port,Port
../AID_test/Port/port_209.jpg,Port,Port
../AID_test/Port/port_207.jpg,Port,Port
../AID_test/Port/port_239.jpg,Port,Port
../AID_test/Port/port_70.jpg,Port,Bridge
../AID_test/Port/port_19.jpg,Port,Port
../AID_test/Port/port_338.jpg,Port,Port
../AID_test/Port/port_327.jpg,Port,Port
../AID_test/Port/port_130.jpg,Port,Port
../AID_test/Port/port_81.jpg,Port,Port
../AID_test/Port/port_347.jpg,Port,Port
../AID_test/Port/port_176.jpg,Port,River
../AID_test/Port/port_72.jpg,Port,Port
../AID_test/Port/port_218.jpg,Port,Port
../AID_test/Port/port_365.jpg,Port,Port
../AID_test/Port/port_48.jpg,Port,Beach
../AID_test/Port/port_94.jpg,Port,Port
../AID_test/Port/port_344.jpg,Port,Port
../AID_test/Port/port_2.jpg,Port,Port
../AID_test/Port/port_331.jpg,Port,Port
../AID_test/Port/port_374.jpg,Port,Port
../AID_test/Port/port_141.jpg,Port,Port
../AID_test/Port/port_372.jpg,Port,Port
../AID_test/Port/port_343.jpg,Port,Port
../AID_test/Port/port_135.jpg,Port,Port
../AID_test/Port/port_101.jpg,Port,Port
../AID_test/Port/port_287.jpg,Port,Port
../AID_test/Port/port_279.jpg,Port,Pond
../AID_test/Port/port_330.jpg,Port,Port
../AID_test/Port/port_7.jpg,Port,Port
../AID_test/Port/port_158.jpg,Port,Bridge
../AID_test/Port/port_248.jpg,Port,Pond
../AID_test/Port/port_151.jpg,Port,Beach
../AID_test/Port/port_143.jpg,Port,Commercial
../AID_test/Port/port_106.jpg,Port,Beach
../AID_test/Port/port_296.jpg,Port,Airport
../AID_test/Port/port_145.jpg,Port,StorageTanks
../AID_test/Port/port_205.jpg,Port,Center
../AID_test/Port/port_103.jpg,Port,Port
../AID_test/Port/port_290.jpg,Port,Port
../AID_test/Port/port_138.jpg,Port,Playground
../AID_test/Port/port_324.jpg,Port,Port
../AID_test/Port/port_59.jpg,Port,Beach
../AID_test/Port/port_295.jpg,Port,Port
../AID_test/Port/port_300.jpg,Port,Port
../AID_test/Port/port_325.jpg,Port,Port
../AID_test/Port/port_204.jpg,Port,Port
../AID_test/Port/port_28.jpg,Port,Port
../AID_test/Port/port_144.jpg,Port,Port
../AID_test/Port/port_160.jpg,Port,Port
../AID_test/Port/port_258.jpg,Port,Port
../AID_test/Port/port_86.jpg,Port,Port
../AID_test/Port/port_114.jpg,Port,Beach
../AID_test/Port/port_241.jpg,Port,StorageTanks
../AID_test/Port/port_166.jpg,Port,StorageTanks
../AID_test/Port/port_24.jpg,Port,Port
../AID_test/Port/port_345.jpg,Port,Port
../AID_test/Port/port_128.jpg,Port,Port
../AID_test/Port/port_20.jpg,Port,Port
../AID_test/Port/port_215.jpg,Port,RailwayStation
../AID_test/Port/port_206.jpg,Port,Pond
../AID_test/Port/port_9.jpg,Port,Port
../AID_test/Port/port_45.jpg,Port,Park
../AID_test/Port/port_118.jpg,Port,Port
../AID_test/Port/port_339.jpg,Port,Port
../AID_test/Port/port_283.jpg,Port,Port
../AID_test/Port/port_99.jpg,Port,Port
../AID_test/Port/port_155.jpg,Port,Commercial
../AID_test/Port/port_113.jpg,Port,Port
../AID_test/Port/port_243.jpg,Port,Port
../AID_test/Port/port_115.jpg,Port,Pond
../AID_test/Port/port_109.jpg,Port,Port
../AID_test/Port/port_56.jpg,Port,Playground
../AID_test/Port/port_165.jpg,Port,Port
../AID_test/Port/port_380.jpg,Port,Port
../AID_test/Port/port_282.jpg,Port,Port
../AID_test/Port/port_375.jpg,Port,Port
../AID_test/Port/port_178.jpg,Port,Port
../AID_test/Port/port_366.jpg,Port,Port
../AID_test/Port/port_112.jpg,Port,Port
../AID_test/Port/port_77.jpg,Port,Port
../AID_test/Port/port_21.jpg,Port,Port
../AID_test/Port/port_197.jpg,Port,Port
../AID_test/Port/port_263.jpg,Port,Port
../AID_test/Port/port_1.jpg,Port,Bridge
../AID_test/Port/port_172.jpg,Port,Port
../AID_test/Port/port_173.jpg,Port,Airport
../AID_test/Port/port_227.jpg,Port,Port
../AID_test/Port/port_54.jpg,Port,River
../AID_test/Port/port_44.jpg,Port,River
../AID_test/Port/port_152.jpg,Port,Port
../AID_test/Port/port_304.jpg,Port,Port
../AID_test/Port/port_58.jpg,Port,River
../AID_test/Port/port_216.jpg,Port,Port
../AID_test/Port/port_62.jpg,Port,Bridge
../AID_test/Port/port_286.jpg,Port,Port
../AID_test/Port/port_35.jpg,Port,Port
../AID_test/Port/port_317.jpg,Port,Port
../AID_test/Port/port_350.jpg,Port,Port
../AID_test/Port/port_68.jpg,Port,Port
../AID_test/Port/port_247.jpg,Port,Port
../AID_test/Port/port_307.jpg,Port,Port
../AID_test/Port/port_47.jpg,Port,Mountain
../AID_test/Port/port_312.jpg,Port,Port
../AID_test/Port/port_67.jpg,Port,Bridge
../AID_test/Port/port_245.jpg,Port,Port
../AID_test/Port/port_271.jpg,Port,Port
../AID_test/Port/port_308.jpg,Port,Port
../AID_test/Port/port_251.jpg,Port,Port
../AID_test/Port/port_341.jpg,Port,Port
../AID_test/Port/port_213.jpg,Port,Port
../AID_test/Port/port_50.jpg,Port,River
../AID_test/Port/port_194.jpg,Port,Port
../AID_test/Port/port_292.jpg,Port,Port
../AID_test/Port/port_116.jpg,Port,Pond
../AID_test/Port/port_27.jpg,Port,Port
../AID_test/Port/port_29.jpg,Port,Port
../AID_test/Port/port_69.jpg,Port,Port
../AID_test/Port/port_226.jpg,Port,Resort
../AID_test/Port/port_270.jpg,Port,Port
../AID_test/Port/port_179.jpg,Port,Port
../AID_test/Port/port_361.jpg,Port,Port
../AID_test/Port/port_136.jpg,Port,Port
../AID_test/Port/port_275.jpg,Port,Port
../AID_test/Port/port_33.jpg,Port,Port
../AID_test/Port/port_30.jpg,Port,Pond
../AID_test/Port/port_37.jpg,Port,Airport
../AID_test/Port/port_323.jpg,Port,Port
../AID_test/Port/port_22.jpg,Port,Port
../AID_test/Port/port_315.jpg,Port,Port
../AID_test/Port/port_265.jpg,Port,Port
../AID_test/Port/port_117.jpg,Port,Port
../AID_test/Port/port_322.jpg,Port,Port
../AID_test/School/school_219.jpg,School,School
../AID_test/School/school_102.jpg,School,School
../AID_test/School/school_45.jpg,School,Commercial
../AID_test/School/school_72.jpg,School,Park
../AID_test/School/school_167.jpg,School,Pond
../AID_test/School/school_254.jpg,School,School
../AID_test/School/school_4.jpg,School,DenseResidential
../AID_test/School/school_66.jpg,School,Industrial
../AID_test/School/school_269.jpg,School,Park
../AID_test/School/school_37.jpg,School,School
../AID_test/School/school_86.jpg,School,School
../AID_test/School/school_177.jpg,School,Playground
../AID_test/School/school_153.jpg,School,MediumResidential
../AID_test/School/school_38.jpg,School,School
../AID_test/School/school_18.jpg,School,Port
../AID_test/School/school_184.jpg,School,Commercial
../AID_test/School/school_221.jpg,School,RailwayStation
../AID_test/School/school_275.jpg,School,DenseResidential
../AID_test/School/school_231.jpg,School,MediumResidential
../AID_test/School/school_224.jpg,School,Resort
../AID_test/School/school_83.jpg,School,School
../AID_test/School/school_95.jpg,School,School
../AID_test/School/school_245.jpg,School,Industrial
../AID_test/School/school_195.jpg,School,Playground
../AID_test/School/school_135.jpg,School,StorageTanks
../AID_test/School/school_20.jpg,School,Commercial
../AID_test/School/school_213.jpg,School,Resort
../AID_test/School/school_179.jpg,School,Square
../AID_test/School/school_58.jpg,School,Commercial
../AID_test/School/school_109.jpg,School,School
../AID_test/School/school_233.jpg,School,Commercial
../AID_test/School/school_232.jpg,School,Park
../AID_test/School/school_300.jpg,School,Viaduct
../AID_test/School/school_186.jpg,School,School
../AID_test/School/school_144.jpg,School,Square
../AID_test/School/school_149.jpg,School,DenseResidential
../AID_test/School/school_27.jpg,School,Resort
../AID_test/School/school_31.jpg,School,School
../AID_test/School/school_160.jpg,School,StorageTanks
../AID_test/School/school_187.jpg,School,Industrial
../AID_test/School/school_155.jpg,School,School
../AID_test/School/school_203.jpg,School,Industrial
../AID_test/School/school_39.jpg,School,School
../AID_test/School/school_120.jpg,School,School
../AID_test/School/school_6.jpg,School,Commercial
../AID_test/School/school_255.jpg,School,School
../AID_test/School/school_23.jpg,School,School
../AID_test/School/school_292.jpg,School,School
../AID_test/School/school_32.jpg,School,School
../AID_test/School/school_283.jpg,School,Park
../AID_test/School/school_140.jpg,School,School
../AID_test/School/school_235.jpg,School,Resort
../AID_test/School/school_137.jpg,School,Airport
../AID_test/School/school_8.jpg,School,Park
../AID_test/School/school_11.jpg,School,School
../AID_test/School/school_25.jpg,School,Park
../AID_test/School/school_98.jpg,School,School
../AID_test/School/school_262.jpg,School,School
../AID_test/School/school_251.jpg,School,DenseResidential
../AID_test/School/school_164.jpg,School,Airport
../AID_test/School/school_200.jpg,School,Park
../AID_test/School/school_92.jpg,School,School
../AID_test/School/school_228.jpg,School,Commercial
../AID_test/School/school_166.jpg,School,Commercial
../AID_test/School/school_107.jpg,School,School
../AID_test/School/school_173.jpg,School,Resort
../AID_test/School/school_297.jpg,School,School
../AID_test/School/school_93.jpg,School,Airport
../AID_test/School/school_154.jpg,School,School
../AID_test/School/school_205.jpg,School,Park
../AID_test/School/school_126.jpg,School,Commercial
../AID_test/School/school_49.jpg,School,School
../AID_test/School/school_230.jpg,School,Commercial
../AID_test/School/school_264.jpg,School,School
../AID_test/School/school_207.jpg,School,Square
../AID_test/School/school_87.jpg,School,School
../AID_test/School/school_119.jpg,School,Square
../AID_test/School/school_240.jpg,School,Church
../AID_test/School/school_44.jpg,School,DenseResidential
../AID_test/School/school_118.jpg,School,School
../AID_test/School/school_59.jpg,School,Church
../AID_test/School/school_168.jpg,School,Farmland
../AID_test/School/school_266.jpg,School,School
../AID_test/School/school_64.jpg,School,School
../AID_test/School/school_289.jpg,School,Playground
../AID_test/School/school_208.jpg,School,Park
../AID_test/School/school_277.jpg,School,School
../AID_test/School/school_267.jpg,School,Square
../AID_test/School/school_57.jpg,School,Park
../AID_test/School/school_165.jpg,School,Center
../AID_test/School/school_100.jpg,School,School
../AID_test/School/school_134.jpg,School,School
../AID_test/School/school_30.jpg,School,Center
../AID_test/School/school_197.jpg,School,Industrial
../AID_test/School/school_260.jpg,School,School
../AID_test/School/school_204.jpg,School,Park
../AID_test/School/school_290.jpg,School,BaseballField
../AID_test/School/school_122.jpg,School,Commercial
../AID_test/School/school_261.jpg,School,Resort
../AID_test/School/school_112.jpg,School,School
../AID_test/School/school_2.jpg,School,Commercial
../AID_test/School/school_258.jpg,School,Square
../AID_test/School/school_215.jpg,School,MediumResidential
../AID_test/School/school_291.jpg,School,Industrial
../AID_test/School/school_132.jpg,School,School
../AID_test/School/school_43.jpg,School,Park
../AID_test/School/school_121.jpg,School,Park
../AID_test/School/school_192.jpg,School,School
../AID_test/School/school_96.jpg,School,School
../AID_test/School/school_90.jpg,School,School
../AID_test/School/school_110.jpg,School,School
../AID_test/School/school_244.jpg,School,StorageTanks
../AID_test/School/school_131.jpg,School,Park
../AID_test/School/school_60.jpg,School,Park
../AID_test/School/school_36.jpg,School,Park
../AID_test/School/school_279.jpg,School,Parking
../AID_test/School/school_73.jpg,School,Commercial
../AID_test/School/school_286.jpg,School,Stadium
../AID_test/School/school_84.jpg,School,Commercial
../AID_test/School/school_226.jpg,School,School
../AID_test/Airport/airport_301.jpg,Airport,Stadium
../AID_test/Airport/airport_258.jpg,Airport,Airport
../AID_test/Airport/airport_313.jpg,Airport,Airport
../AID_test/Airport/airport_117.jpg,Airport,Airport
../AID_test/Airport/airport_349.jpg,Airport,Square
../AID_test/Airport/airport_139.jpg,Airport,Airport
../AID_test/Airport/airport_79.jpg,Airport,Airport
../AID_test/Airport/airport_38.jpg,Airport,Airport
../AID_test/Airport/airport_5.jpg,Airport,Airport
../AID_test/Airport/airport_336.jpg,Airport,StorageTanks
../AID_test/Airport/airport_333.jpg,Airport,Airport
../AID_test/Airport/airport_176.jpg,Airport,RailwayStation
../AID_test/Airport/airport_161.jpg,Airport,Airport
../AID_test/Airport/airport_263.jpg,Airport,Playground
../AID_test/Airport/airport_222.jpg,Airport,Airport
../AID_test/Airport/airport_351.jpg,Airport,StorageTanks
../AID_test/Airport/airport_104.jpg,Airport,Square
../AID_test/Airport/airport_69.jpg,Airport,Bridge
../AID_test/Airport/airport_357.jpg,Airport,Airport
../AID_test/Airport/airport_151.jpg,Airport,Airport
../AID_test/Airport/airport_287.jpg,Airport,Airport
../AID_test/Airport/airport_63.jpg,Airport,Airport
../AID_test/Airport/airport_128.jpg,Airport,Playground
../AID_test/Airport/airport_283.jpg,Airport,Airport
../AID_test/Airport/airport_91.jpg,Airport,Airport
../AID_test/Airport/airport_14.jpg,Airport,Airport
../AID_test/Airport/airport_288.jpg,Airport,Airport
../AID_test/Airport/airport_3.jpg,Airport,Airport
../AID_test/Airport/airport_307.jpg,Airport,Airport
../AID_test/Airport/airport_360.jpg,Airport,Airport
../AID_test/Airport/airport_214.jpg,Airport,Airport
../AID_test/Airport/airport_30.jpg,Airport,Airport
../AID_test/Airport/airport_184.jpg,Airport,Playground
../AID_test/Airport/airport_21.jpg,Airport,Port
../AID_test/Airport/airport_94.jpg,Airport,Airport
../AID_test/Airport/airport_241.jpg,Airport,Airport
../AID_test/Airport/airport_52.jpg,Airport,Stadium
../AID_test/Airport/airport_317.jpg,Airport,StorageTanks
../AID_test/Airport/airport_261.jpg,Airport,Airport
../AID_test/Airport/airport_278.jpg,Airport,Center
../AID_test/Airport/airport_183.jpg,Airport,Airport
../AID_test/Airport/airport_82.jpg,Airport,Airport
../AID_test/Airport/airport_304.jpg,Airport,Airport
../AID_test/Airport/airport_156.jpg,Airport,Pond
../AID_test/Airport/airport_185.jpg,Airport,StorageTanks
../AID_test/Airport/airport_87.jpg,Airport,Resort
../AID_test/Airport/airport_169.jpg,Airport,Industrial
../AID_test/Airport/airport_257.jpg,Airport,Farmland
../AID_test/Airport/airport_66.jpg,Airport,Airport
../AID_test/Airport/airport_256.jpg,Airport,Airport
../AID_test/Airport/airport_347.jpg,Airport,Commercial
../AID_test/Airport/airport_125.jpg,Airport,Pond
../AID_test/Airport/airport_9.jpg,Airport,Airport
../AID_test/Airport/airport_27.jpg,Airport,Pond
../AID_test/Airport/airport_216.jpg,Airport,Stadium
../AID_test/Airport/airport_99.jpg,Airport,Airport
../AID_test/Airport/airport_348.jpg,Airport,Farmland
../AID_test/Airport/airport_254.jpg,Airport,Airport
../AID_test/Airport/airport_359.jpg,Airport,Commercial
../AID_test/Airport/airport_308.jpg,Airport,Airport
../AID_test/Airport/airport_19.jpg,Airport,Airport
../AID_test/Airport/airport_192.jpg,Airport,Airport
../AID_test/Airport/airport_135.jpg,Airport,Airport
../AID_test/Airport/airport_188.jpg,Airport,Playground
../AID_test/Airport/airport_181.jpg,Airport,Stadium
../AID_test/Airport/airport_114.jpg,Airport,Airport
../AID_test/Airport/airport_205.jpg,Airport,Airport
../AID_test/Airport/airport_203.jpg,Airport,StorageTanks
../AID_test/Airport/airport_81.jpg,Airport,Airport
../AID_test/Airport/airport_34.jpg,Airport,Airport
../AID_test/Airport/airport_20.jpg,Airport,MediumResidential
../AID_test/Airport/airport_297.jpg,Airport,Airport
../AID_test/Airport/airport_242.jpg,Airport,Center
../AID_test/Airport/airport_306.jpg,Airport,Parking
../AID_test/Airport/airport_57.jpg,Airport,Airport
../AID_test/Airport/airport_6.jpg,Airport,Airport
../AID_test/Airport/airport_223.jpg,Airport,Airport
../AID_test/Airport/airport_248.jpg,Airport,Airport
../AID_test/Airport/airport_152.jpg,Airport,Airport
../AID_test/Airport/airport_29.jpg,Airport,Airport
../AID_test/Airport/airport_70.jpg,Airport,RailwayStation
../AID_test/Airport/airport_56.jpg,Airport,Industrial
../AID_test/Airport/airport_295.jpg,Airport,Airport
../AID_test/Airport/airport_341.jpg,Airport,Airport
../AID_test/Airport/airport_342.jpg,Airport,Industrial
../AID_test/Airport/airport_277.jpg,Airport,Airport
../AID_test/Airport/airport_119.jpg,Airport,Airport
../AID_test/Airport/airport_314.jpg,Airport,Airport
../AID_test/Airport/airport_92.jpg,Airport,Airport
../AID_test/Airport/airport_80.jpg,Airport,Airport
../AID_test/Airport/airport_107.jpg,Airport,Airport
../AID_test/Airport/airport_194.jpg,Airport,Airport
../AID_test/Airport/airport_157.jpg,Airport,Airport
../AID_test/Airport/airport_15.jpg,Airport,Airport
../AID_test/Airport/airport_247.jpg,Airport,BaseballField
../AID_test/Airport/airport_291.jpg,Airport,Airport
../AID_test/Airport/airport_45.jpg,Airport,Airport
../AID_test/Airport/airport_250.jpg,Airport,RailwayStation
../AID_test/Airport/airport_213.jpg,Airport,Airport
../AID_test/Airport/airport_210.jpg,Airport,Airport
../AID_test/Airport/airport_269.jpg,Airport,Airport
../AID_test/Airport/airport_16.jpg,Airport,Playground
../AID_test/Airport/airport_59.jpg,Airport,Airport
../AID_test/Airport/airport_60.jpg,Airport,Airport
../AID_test/Airport/airport_199.jpg,Airport,Airport
../AID_test/Airport/airport_204.jpg,Airport,Airport
../AID_test/Airport/airport_68.jpg,Airport,Airport
../AID_test/Airport/airport_246.jpg,Airport,Airport
../AID_test/Airport/airport_129.jpg,Airport,Square
../AID_test/Airport/airport_108.jpg,Airport,StorageTanks
../AID_test/Airport/airport_10.jpg,Airport,Airport
../AID_test/Airport/airport_198.jpg,Airport,Airport
../AID_test/Airport/airport_173.jpg,Airport,Port
../AID_test/Airport/airport_321.jpg,Airport,Airport
../AID_test/Airport/airport_322.jpg,Airport,StorageTanks
../AID_test/Airport/airport_201.jpg,Airport,Viaduct
../AID_test/Airport/airport_311.jpg,Airport,Airport
../AID_test/Airport/airport_112.jpg,Airport,Airport
../AID_test/Airport/airport_276.jpg,Airport,Airport
../AID_test/Airport/airport_13.jpg,Airport,Airport
../AID_test/Airport/airport_292.jpg,Airport,Airport
../AID_test/Airport/airport_153.jpg,Airport,Airport
../AID_test/Airport/airport_319.jpg,Airport,Airport
../AID_test/Airport/airport_35.jpg,Airport,Airport
../AID_test/Airport/airport_215.jpg,Airport,Airport
../AID_test/Airport/airport_356.jpg,Airport,Center
../AID_test/Airport/airport_187.jpg,Airport,RailwayStation
../AID_test/Airport/airport_316.jpg,Airport,Stadium
../AID_test/Airport/airport_105.jpg,Airport,Airport
../AID_test/Airport/airport_320.jpg,Airport,Port
../AID_test/Airport/airport_230.jpg,Airport,Airport
../AID_test/Airport/airport_143.jpg,Airport,Viaduct
../AID_test/Airport/airport_251.jpg,Airport,Square
../AID_test/Airport/airport_121.jpg,Airport,Airport
../AID_test/Airport/airport_43.jpg,Airport,Airport
../AID_test/Airport/airport_327.jpg,Airport,StorageTanks
../AID_test/Airport/airport_7.jpg,Airport,DenseResidential
../AID_test/Airport/airport_197.jpg,Airport,Airport
../AID_test/Airport/airport_142.jpg,Airport,RailwayStation
../AID_test/Airport/airport_196.jpg,Airport,Viaduct
../AID_test/Airport/airport_140.jpg,Airport,Airport
../AID_test/Airport/airport_267.jpg,Airport,Airport
../AID_test/Airport/airport_61.jpg,Airport,Airport
../AID_test/Airport/airport_166.jpg,Airport,Bridge
../AID_test/Park/park_21.jpg,Park,Park
../AID_test/Park/park_163.jpg,Park,Park
../AID_test/Park/park_27.jpg,Park,Resort
../AID_test/Park/park_16.jpg,Park,Park
../AID_test/Park/park_314.jpg,Park,Park
../AID_test/Park/park_199.jpg,Park,Park
../AID_test/Park/park_1.jpg,Park,Stadium
../AID_test/Park/park_172.jpg,Park,Park
../AID_test/Park/park_4.jpg,Park,Park
../AID_test/Park/park_94.jpg,Park,School
../AID_test/Park/park_231.jpg,Park,Park
../AID_test/Park/park_64.jpg,Park,Park
../AID_test/Park/park_103.jpg,Park,Park
../AID_test/Park/park_54.jpg,Park,Park
../AID_test/Park/park_343.jpg,Park,Park
../AID_test/Park/park_191.jpg,Park,Park
../AID_test/Park/park_332.jpg,Park,Park
../AID_test/Park/park_142.jpg,Park,Park
../AID_test/Park/park_210.jpg,Park,Park
../AID_test/Park/park_188.jpg,Park,Commercial
../AID_test/Park/park_164.jpg,Park,Viaduct
../AID_test/Park/park_159.jpg,Park,Park
../AID_test/Park/park_325.jpg,Park,Park
../AID_test/Park/park_272.jpg,Park,Park
../AID_test/Park/park_97.jpg,Park,StorageTanks
../AID_test/Park/park_338.jpg,Park,Park
../AID_test/Park/park_266.jpg,Park,Park
../AID_test/Park/park_123.jpg,Park,Mountain
../AID_test/Park/park_126.jpg,Park,Square
../AID_test/Park/park_166.jpg,Park,Park
../AID_test/Park/park_40.jpg,Park,School
../AID_test/Park/park_265.jpg,Park,Park
../AID_test/Park/park_25.jpg,Park,Square
../AID_test/Park/park_170.jpg,Park,Park
../AID_test/Park/park_3.jpg,Park,Park
